Troquel, Codigo de barras, Codigo de barras 2, Descripcion, Descripcion extendida, Rubro, SubRubro, Cod.Labo, Laboratorio, Costo s/IVA, Vigencia, Fecha Alta
4497113, 7797991146727, 7797991146727, VAQTA PED 25 X 1 JER, , ESPECIALIDADES, INSULINAS, 522, MERCK SHARP & DOHME ARG., 111930.050, 07/07/2025, 09/06/2021
4497293, 7797991146734, 7797991146734, VAQTA AD 50 X 1 JER, , ESPECIALIDADES, INSULINAS, 522, MERCK SHARP & DOHME ARG., 132859.780, 07/07/2025, 09/06/2021
4497371, 7797991146598, 7797991146598, PNEUMOVAX 23 X 1 AMP, , ESPECIALIDADES, INSULINAS, 522, MERCK SHARP & DOHME ARG., 119010.770, 07/07/2025, 
4497531, 7795378004202, 7795378004202, METAFLEX B12 X 15 CMP, , ESPECIALIDADES, , 536, MONTPELLIER S.A., 17967.290, 29/05/2025, 
4497611, 7795378004189, 7795378004189, METAFLEX B12 INY 3/3 AMP, , ESPECIALIDADES, , 536, MONTPELLIER S.A., 31803.120, 29/05/2025, 
4501221, 7795350024143, 7795350024143, TERLOC DUO 2.5/10 X 30CMP, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 23073.490, 19/06/2025, 
4501301, 7795350024150, 7795350024150, TERLOC DUO 5/10 X 30 CMP, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 30860.050, 19/06/2025, 
4501481, 7795350024167, 7795350024167, TERLOC DUO 5/20 X 30 CMP, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 41523.190, 19/06/2025, 
4502551, 7795373011472, 7795373011472, OTOFLOX GTS OTICAS X 10ML, , ESPECIALIDADES, , 1614, PABLO CASSARA, 16470.000, 23/06/2025, 
4503043, 7795371458293, 7795371458293, VERBORIL 100 X 8 CMP*, , ESPECIALIDADES, , 798, T.R.B. PHARMA S.A., 7100.010, 02/06/2025, 
4503045, 7795371458309, 7795371458309, VERBORIL 100 X 16 CMP*, , ESPECIALIDADES, , 798, T.R.B. PHARMA S.A., 11850.000, 02/06/2025, 
4503461, 7798333230081, 7798333230081, AGRASTAT 12.5MG X 50ML, , ESPECIALIDADES, , 1950, ASPEN (DISPRO), 657243.020, 23/05/2025, 24/10/2024
4504611, 7792183000740, 7792183000740, NEURO BILETAN X 30 CMP, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 39578.170, 07/07/2025, 
4505782, 7792234000590, 7792234000590, PENTOMIRON X 60 CMP, , ESPECIALIDADES, , 133, CRAVERI S.A.C.I., 63445.640, 21/03/2025, 
4506693, 7798260150612, 7798260150612, LOSEC 20 X 28 CMP*, , ESPECIALIDADES, , 1030, BIOPAS, 27653.750, 02/07/2025, 
4508832, 7798058931058, 7798058931058, INSU INSULAT FLEXP 5JX3ML, , ESPECIALIDADES, INSULINAS, 119, NOVO NORDISK PHARMA ARG., 190942.120, 30/06/2025, 
4511121, 7795375000641, 7795375000641, REM CHOBET 15 X 2 AMP, , PSICOF.LISTA 4, , 804, SOUBEIRAN CHOBET, 18729.060, 05/06/2025, 
4511622, 7798129415494, 7798129415494, ACERPES 5  CR X 5 GR, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 6923.190, 19/06/2025, 
4511883, 7798129415456, 7798129415456, ACERPES 400 X 20 CMP, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 15656.340, 19/06/2025, 07/08/2017
4511963, 7798129415463, 7798129415463, ACERPES 800 X 20 CMP, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 28725.910, 19/06/2025, 
4513601, 7795347900108, 7795347900108, ALERFEDINE 120 X 10 CMP, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 9173.600, 27/06/2025, 
4513602, 7795347900115, 7795347900115, ALERFEDINE 120 X 30 CMP, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 25385.070, 27/06/2025, 
4517822, 7792183488616, 7792183488616, ANEBOL 1 X 28 CMP, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 196880.360, 07/07/2025, 
4518991, 7795306291926, 7795306291926, COMTAN 200 X 30 CMP, , ESPECIALIDADES, , 1092, BIOSIDUS S.A.U., 90543.610, 30/06/2025, 
4518992, 7795306291940, 7795306291940, COMTAN 200 X 60 CMP, , ESPECIALIDADES, , 1092, BIOSIDUS S.A.U., 179357.570, 30/06/2025, 
4519061, 7791848264046, 7791848264046, RABEC 10 X 28 CMP, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 27814.630, 25/06/2025, 
4519142, 7791848264022, 7791848264022, RABEC 20 X 28 CMP, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 45667.300, 25/06/2025, 
4519722, 7792183487411, 7792183487411, ELAFAX XR 75 X 28 CMP, , PSICOF.LISTA 4, , 290, GADOR S.A. ESP, 25338.930, 07/07/2025, 
4519802, 7792183487428, 7792183487428, ELAFAX XR 150 X 28 CMP, , PSICOF.LISTA 4, , 290, GADOR S.A. ESP, 33181.580, 07/07/2025, 
4520031, 7795345010045, 7795345010045, DECIDEX PLUS 10 CAP, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 8426.060, 26/05/2025, 
4520291, 7798084680647, 7798084680647, ODRANAL 60 CMP, , PSICOF.LISTA 4, , 537, MONTE VERDE S.A., 113154.080, 17/06/2025, 
4520293, 7798084680654, 7798084680654, ODRANAL 30 CMP, , PSICOF.LISTA 4, , 537, MONTE VERDE S.A., 62631.210, 17/06/2025, 
4523681, 7795345013534, 7795345013534, NIXORAN 500 X 6 CMP, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 11102.340, 26/05/2025, 
4524093, 7798021111487, 7798021111487, VERRUTRIX 10 APO, , ESPECIALIDADES, , 770, THERABEL PHARMA S.A., 20064.830, 30/04/2025, 
4526811, 7795367001700, 7795367001700, DOLECTRAN 80 X 1 FCO AMP, , ESPECIALIDADES, , 845, LAB. LKM (ONCOLOGIA), 1313884.000, 06/06/2025, 
4527641, 7792234891501, 7792234891501, ANSIELIX DIGE 30 CMP, , PSICOF.LISTA 4, , 133, CRAVERI S.A.C.I., 15267.000, 19/06/2025, 
4529044, 7795328057739, 7795328057739, TREXOL 5 X 28 CMP, , PSICOF.LISTA 4, , 63, BETA S.A., 77949.050, 27/06/2025, 14/12/2016
4529207, 7795328057777, 7795328057777, TREXOL 10 X 28 CMP, , PSICOF.LISTA 4, , 63, BETA S.A., 152746.540, 27/06/2025, 14/12/2016
4530353, 7798113706041, 7798113706041, EFLEVAR 500 X 30 CMP, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 67500.000, 18/06/2025, 
4530354, 7798113706058, 7798113706058, EFLEVAR 500 X 60 CMP, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 113700.000, 18/06/2025, 
4531842, 7795300739981, 7795300739981, YOLECOL 800 X 60 CMP, , ESPECIALIDADES, , 82, TAKEDA ARGENTINA S.A., 33803.960, 05/09/2023, 
4531843, 7795300739998, 7795300739998, YOLECOL 800 X 90 CMP, , ESPECIALIDADES, , 82, TAKEDA ARGENTINA S.A., 45636.720, 05/09/2023, 
4533081, 7798051850097, 7798051850097, CLINDACIN SOL X 50 ML, , ESPECIALIDADES, , 1612, PANALAB S.A.ARGENTINA, 32565.750, 11/06/2025, 
4534072, 7795372460509, 7795372460509, LOSARTAN VANNI 50X60 CMP, , ESPECIALIDADES, , 853, VANNIER S.A., 34251.210, 27/05/2025, 08/02/2021
4535982, 7791909222916, 7791909222916, ISET 250 X 16 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 19016.130, 31/05/2025, 
4536051, 7791909222770, 7791909222770, ISET 500 X 16 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 28098.250, 31/05/2025, 
4536131, 7791909223418, 7791909223418, ISET 125 X 60 ML, , ESPECIALIDADES, , 106, CASASCO S.A., 12015.250, 31/05/2025, 
4536211, 7791909223586, 7791909223586, ISET 250 X 60 ML, , ESPECIALIDADES, , 106, CASASCO S.A., 23468.740, 31/05/2025, 
4536212, 7791909223647, 7791909223647, ISET 250 x 100 ML, , ESPECIALIDADES, , 106, CASASCO S.A., 39484.370, 31/05/2025, 10/12/2015
4536631, 7798069050243, 7798069050243, ALREX SUSP OFT X 5 ML, , ESPECIALIDADES, , 1062, BAUSCH & LOMB-BIOCUMED, 2705.280, 16/06/2023, 
4536972, 7795372000705, 7795372000705, AMLODIPINA VANNI 10X30CMP, , ESPECIALIDADES, , 853, VANNIER S.A., 20878.520, 27/05/2025, 
4537042, 7795372000699, 7795372000699, AMLODIPINA VANNI 5 X30CMP, , ESPECIALIDADES, , 853, VANNIER S.A., 13711.250, 27/05/2025, 
4537121, 7795372000781, 7795372000781, ACIDO FOLICO VANNI10X30CM, , ESPECIALIDADES, , 853, VANNIER S.A., 24459.250, 27/05/2025, 
4537201, 7795372000774, 7795372000774, ACIDO FOLICO VANNI 5X30CM, , ESPECIALIDADES, , 853, VANNIER S.A., 16103.210, 27/05/2025, 
4538032, 7791171101124, 7791171101124, HIPERTENSAL 5 X 30 CMP, , ESPECIALIDADES, , 256, FINADIET S.A.C.I.F., 13986.630, 08/07/2025, 
4538112, 7791171101131, 7791171101131, HIPERTENSAL 10 X 30 CMP, , ESPECIALIDADES, , 256, FINADIET S.A.C.I.F., 20128.150, 08/07/2025, 
4538296, 7795345011233, 7795345011233, AMOXIDAL DUO 14 CMP, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 12121.380, 19/06/2025, 
4539361, 7793081000054, 7793081000054, TEMODAL 100 X 5 CAP, , ESPECIALIDADES, , 522, MERCK SHARP & DOHME ARG., 2563434.950, 07/07/2025, 
4539441, 7793081086331, 7793081000085, TEMODAL 250 X 5 CAP, , ESPECIALIDADES, , 522, MERCK SHARP & DOHME ARG., 5221436.810, 07/07/2025, 
4539602, 7791829004715, 7791829004715, ALPRAZOLAM MICROS0.50X30C, , PSICOF.LISTA 4, , 525, MICROSULES ARG. S.A. ESP, 5916.480, 01/07/2025, 
4539782, 7791829004739, 7791829004739, ALPRAZOLAM MICROS 1 X30CM, , PSICOF.LISTA 4, , 525, MICROSULES ARG. S.A. ESP, 8939.050, 01/07/2025, 
4539783, 7791829004746, 7791829004746, ALPRAZOLAM MICROS 1 X60CM, , PSICOF.LISTA 4, , 525, MICROSULES ARG. S.A. ESP, 18087.440, 01/07/2025, 
4539862, 7791829004753, 7791829004753, ALPRAZOLAM MICROS 2 X30CM, , PSICOF.LISTA 4, , 525, MICROSULES ARG. S.A. ESP, 13935.390, 01/07/2025, 
4541081, 7798069050014, 4030571003328, ARTELAC GTS X 10 ML, , ESPECIALIDADES, , 1062, BAUSCH & LOMB-BIOCUMED, 24913.710, 30/06/2025, 
4541241, 7798069050045, 7798069050045, DEXAMYTREX PDA OFT X 3 GR, , ESPECIALIDADES, , 1062, BAUSCH & LOMB-BIOCUMED, 16727.050, 30/06/2025, 
4541402, 7791829008409, 7791829008409, NOBACTAM BRON 500 X 16CMP, , ESPECIALIDADES, , 525, MICROSULES ARG. S.A. ESP, 10009.550, 15/07/2024, 
4544131, 7798084683440, , DECAPEPTYL RET 11.25X1AMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 2406069.510, 18/06/2025, 25/08/2017
4544972, 7798051852138, 7798051852138, TEREKOL CR X 30 GR, , ESPECIALIDADES, , 1612, PANALAB S.A.ARGENTINA, 9495.400, 22/05/2025, 
4545041, 7798051850103, 7798051850103, TEREKOL 14 CMP, , ESPECIALIDADES, , 1612, PANALAB S.A.ARGENTINA, 15758.340, 22/05/2025, 
4545042, 7798051850110, 7798051850110, TEREKOL 28 CMP, , ESPECIALIDADES, , 1612, PANALAB S.A.ARGENTINA, 30524.240, 22/05/2025, 
4545043, 7798051851902, 7798051851902, TEREKOL 42 CMP, , ESPECIALIDADES, , 1612, PANALAB S.A.ARGENTINA, 37329.110, 22/05/2025, 
4545961, 7795349501365, 7795349501365, NATURA LAGRIMAS X 15 ML, , ESPECIALIDADES, , 23, ARISTON S.A.C.I., 10360.900, 01/07/2025, 
4546531, 7798028700257, 7798028700257, NEOSONA 5 GTS X 10 ML, , ESPECIALIDADES, , 23, ARISTON S.A.C.I., 6498.860, 24/10/2024, 
4546611, 7798028700264, 7798028700264, NEOSONA 100 GTS X 10 ML, , ESPECIALIDADES, , 23, ARISTON S.A.C.I., 9350.780, 24/10/2024, 
4547021, 7795384010211, 7795384010211, NATRILIX SR 1.5 X 30 CMP*, , ESPECIALIDADES, , 373, SERVIER ARG. S.A., 20334.960, 30/06/2025, 
4547602, 7792183487008, 7792183487008, ALPLAX XR 0.5 X 20 CMP, , PSICOF.LISTA 4, , 290, GADOR S.A. ESP, 8757.500, 07/07/2025, 
4547862, 7792183487022, 7792183487022, ALPLAX XR 2 X 20 CMP, , PSICOF.LISTA 4, , 290, GADOR S.A. ESP, 12402.310, 07/07/2025, 
4548191, 7792183487077, 7792183487077, AMINOMUX 30 X 1 AMP, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 17330.530, 07/07/2025, 
4548351, 7792183487084, 7792183487084, AMINOMUX 90 X 1 AMP, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 45210.710, 07/07/2025, 
4548512, 7798069050021, 7798069050021, LOTEMAX GTS X 5 ML, , ESPECIALIDADES, , 1062, BAUSCH & LOMB-BIOCUMED, 20453.160, 30/06/2025, 
4550811, 7798084680982, 7798084680982, DOYLE 500 X 3 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 13673.150, 17/06/2025, 
4550812, 7798084680999, 7798084680999, DOYLE 500 X 5 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 16176.460, 17/06/2025, 
4551141, 7795373013582, 7795373013582, CERUMEX GTS X 5 ML, , ESPECIALIDADES, , 1527, MEDISOL, 5700.000, 23/06/2025, 
4551801, 7795378001928, 7795378001928, PEPTAZOL 20 X 15 CMP, , ESPECIALIDADES, , 536, MONTPELLIER S.A., 4023.740, 23/04/2025, 
4551802, 7795378001935, 7795378001935, PEPTAZOL 20 X 30 CMP, , ESPECIALIDADES, , 536, MONTPELLIER S.A., 10049.270, 28/08/2024, 
4551871, 7795373012011, 7795373012011, LACTID HC CR X 15 GR, , ESPECIALIDADES, , 1527, MEDISOL, 5700.000, 23/06/2025, 
4552891, 7798137190307, 7798137190307, COOL TEARS SOL OFT X20 ML, , ESPECIALIDADES, , 1015, MAX VISION S.R.L., 14800.000, 01/07/2025, 
4553121, 7798084684133, 7798084684133, PARACET RAF GRIP NF 20CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 11093.210, 17/06/2025, 
4553622, 7791824116222, 7791824116222, CELEBREX 200 X 20 CMP, , ESPECIALIDADES, , 1950, ASPEN (DISPRO), 25687.130, 26/06/2025, 
4554371, 7793397050521, 7793397050521, KAMRHO D 300 X 1 FCO AMP, , ESPECIALIDADES, , 790, TUTEUR, 714963.130, 01/07/2025, 21/03/2022
4554611, 7795373010161, 7795373010161, ALFACORT 1  EMU X 100 ML, , ESPECIALIDADES, , 1614, PABLO CASSARA, 27040.000, 23/06/2025, 
4554871, 7795373010123, 7795373010123, ALFACORT 1  CR X 30 GR, , ESPECIALIDADES, , 1614, PABLO CASSARA, 9640.000, 23/06/2025, 
4555021, 7792234270108, 7792234270108, TRAMUSTIN 50 X 10 CMP, , ESPECIALIDADES, INHAB.PERSONAL, 133, CRAVERI S.A.C.I., 9089.930, 19/06/2025, 25/08/2020
4555022, 7792234270207, 7792234270207, TRAMUSTIN 50 X 20 CMP, , ESPECIALIDADES, INHAB.PERSONAL, 133, CRAVERI S.A.C.I., 14869.580, 19/06/2025, 25/08/2020
4555023, 7792234270306, 7792234270306, TRAMUSTIN 50 X 30 CMP, , ESPECIALIDADES, INHAB.PERSONAL, 133, CRAVERI S.A.C.I., 19919.250, 19/06/2025, 25/08/2020
4555521, 7791829008423, 7791829008423, TANEZOX 500 X 3 CMP, , ESPECIALIDADES, , 525, MICROSULES ARG. S.A. ESP, 12769.340, 01/07/2025, 
4555522, 7791829018415, 7791829018415, TANEZOX 500 X 6 CMP, , ESPECIALIDADES, , 525, MICROSULES ARG. S.A. ESP, 17547.780, 01/07/2025, 
4559822, 7791829008461, 7791829008461, ENROMIC 50 X 30 CMP, , ESPECIALIDADES, , 525, MICROSULES ARG. S.A. ESP, 21217.200, 01/07/2025, 
4559823, 7791829020272, 7791829020272, ENROMIC 50 MG X 60 CMP, , ESPECIALIDADES, , 525, MICROSULES ARG. S.A. ESP, 40408.660, 01/07/2025, 14/09/2023
4559902, 7798051850257, 7798051850257, TRIDERMAL CR X 30 GR, , ESPECIALIDADES, , 1612, PANALAB S.A.ARGENTINA, 30836.900, 11/06/2025, 
4560472, 7792069722025, 7792069722025, BIOCLAVID 500/125 X 16CMP, , ESPECIALIDADES, , 1092, BIOSIDUS S.A.U., 21926.390, 28/05/2025, 
4561203, 7795347939894, 7795347939894, NIMODILAT FTE 60 X 30 CMP, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 18783.750, 27/06/2025, 
4561206, 7795347939900, 7795347939900, NIMODILAT FTE 60 X 60 CMP, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 24774.800, 27/06/2025, 
4562291, 7798069050076, 7798069050076, RECUGEL UNG OFT X 10 GR, , ESPECIALIDADES, , 1062, BAUSCH & LOMB-BIOCUMED, 25548.730, 30/06/2025, 
4562611, 7791909320476, 7791909320476, BLOKIUM GEL X 50 GR, , ESPECIALIDADES, , 106, CASASCO S.A., 16281.220, 26/06/2025, 
4563521, 7795372458766, 7795372458766, NAPROXENO VANNI 500 X10CM, , ESPECIALIDADES, , 853, VANNIER S.A., 12300.550, 27/05/2025, 
4563522, 7795372000798, 7795372000798, NAPROXENO VANNI 500 X20CM, , ESPECIALIDADES, , 853, VANNIER S.A., 22003.950, 27/05/2025, 
4565184, 7798021294623, 7798021294623, STRALINA 50 MG X 30 CMP, , PSICOF.LISTA 4, , 1087, PHARMADORF S.A.(DISPROF.), 23608.971, 02/06/2025, 12/04/2024
4565264, 7798369791471, 7798369791471, STRALINA 100 MG X 30 CMP, , PSICOF.LISTA 4, , 1087, PHARMADORF S.A.(DISPROF.), 40206.680, 02/06/2025, 13/06/2024
4566092, 7795328058101, 7795328058101, SESTRINE 0.5 X 30 CMP, , ESPECIALIDADES, , 63, BETA S.A., 21301.100, 27/06/2025, 
4566172, 7795328058149, 7795328058149, SESTRINE 1 X 30 CMP, , ESPECIALIDADES, , 63, BETA S.A., 31942.570, 27/06/2025, 
4566174, 7795328058163, 7795328058163, SESTRINE 1 X 90 CMP, , ESPECIALIDADES, , 63, BETA S.A., 90182.590, 27/06/2025, 
4566252, 7795328058187, 7795328058187, SESTRINE 2 X 30 CMP, , ESPECIALIDADES, , 63, BETA S.A., 40095.640, 27/06/2025, 
4566254, 7795328058170, 7795328058170, SESTRINE 2 X 90 CMP, , ESPECIALIDADES, , 63, BETA S.A., 112624.090, 27/06/2025, 
4568731, 7795345010540, 7795345010540, AMOXIDAL DUO JAR X 70 ML, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 11357.590, 26/05/2025, 
4568732, 7795345000275, 7795345000275, AMOXIDAL DUO JAR X 120 ML, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 15008.640, 26/05/2025, 
4568811, 7794640205217, 7798365530081, BACTROBAN CR X 15 GR, , ESPECIALIDADES, , 248, GSK BIOPHARMA ARG S.A., 13745.000, 13/12/2023, 13/02/2020
4569721, 7791909318442, 7791909318442, BLOKIUM FLEX 15 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 13844.480, 26/06/2025, 
4569722, 7791909318510, 7791909318510, BLOKIUM FLEX 30 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 24923.670, 26/06/2025, 
4571103, 7795337909241, 7795337909241, CALPRES 5 X 30 CMP, , ESPECIALIDADES, , 792, TEMIS LOSTALO S.A., 16031.520, 24/06/2025, 
4571104, 7795337909258, 7795337909258, CALPRES 5 X 60 CMP, , ESPECIALIDADES, , 792, TEMIS LOSTALO S.A., 31390.010, 24/06/2025, 
4571283, 7795337909265, 7795337909265, CALPRES 10 X 30 CMP, , ESPECIALIDADES, , 792, TEMIS LOSTALO S.A., 29414.350, 24/06/2025, 
4571284, 7795337909272, 7795337909272, CALPRES 10 X 60 CMP, , ESPECIALIDADES, , 792, TEMIS LOSTALO S.A., 53694.578, 24/06/2025, 
4571361, 7793640010814, 7793640010814, SUPRADYN FTE 30 CMP, , ESPECIALIDADES, , 58, BAYER CONSUMER CARE, 20843.010, 04/07/2025, 
4571362, 7793640004707, 7793640004707, SUPRADYN FTE 60 CMP, , ESPECIALIDADES, , 58, BAYER CONSUMER CARE, 37651.990, 04/07/2025, 06/06/2017
4573502, 7798137190260, 7798137190260, ANTILERG GTS X 10 ML, , ESPECIALIDADES, , 1015, MAX VISION S.R.L., 18250.000, 01/07/2025, 
4573841, 4048846016348, 4048846016348, MICARDIS 80 X 28 CMP, , ESPECIALIDADES, , 70, BOEHRINGER INGELHEIN S.A., 141853.250, 13/06/2025, 
4573921, 4048846020819, 4048846020819, MICARDIS 40 X 28 CMP, , ESPECIALIDADES, , 70, BOEHRINGER INGELHEIN S.A., 100982.340, 13/06/2025, 
4578055, 7798011653782, 7798011653782, ADENIL CREMA 20 GR, , ESPECIALIDADES, , 474, LEPETIT S.A. ESP, 8610.000, 07/07/2025, 16/03/2024
4578391, 7795347900146, 7795347900146, ALERFEDINE 180 X 10 CMP, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 16492.820, 27/06/2025, 
4578392, 7795347900153, 7795347900153, ALERFEDINE 180 X 20 CMP, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 25599.710, 27/06/2025, 
4580012, 7791829008478, 7791829008478, MICROTEROL SOL NEB X 20ML, , ESPECIALIDADES, , 525, MICROSULES ARG. S.A. ESP, 6379.010, 01/07/2025, 
4580275, 7791763000248, 7791763000248, BIOTIN A 5 X 30 CMP, , ESPECIALIDADES, , 693, RAYMOS MEGALABS ARGENTINA, 16667.990, 01/07/2025, 
4581421, 7795314891958, 7795314891958, RISPERDAL 0.5 X 20 CMP, , PSICOF.LISTA 4, , 401, JANSSEN-CILAG, 14140.230, 17/06/2025, 
4582753, 7795337903676, 7795337903676, TOT MAG B6 30 CMP, , ESPECIALIDADES, , 792, TEMIS LOSTALO S.A., 55257.210, 24/06/2025, 
4582832, 7795337908640, 7795337908640, FINDOL 30 SOB, , ESPECIALIDADES, , 792, TEMIS LOSTALO S.A., 43742.490, 24/06/2025, 
4583163, 7795336000352, 7795336000352, MINOCICLINA RICH100X30CMP, , ESPECIALIDADES, , 699, RICHET S.A., 39434.000, 11/06/2025, 
4583240, 7795336087001, 7795336087001, OMEPRAZOL RIC 40 X 1 AMP, , ESPECIALIDADES, , 699, RICHET S.A., 30860.461, 01/04/2025, 07/11/2014
4583323, 7795336087223, 7795336087223, OMEPRAZOL RIC 20 X 28 CAP, , ESPECIALIDADES, , 699, RICHET S.A., 16605.500, 01/04/2025, 
4583583, 7795336087322, 7795336087322, OMEPRAZOL RIC 40 X 28 CAP, , ESPECIALIDADES, , 699, RICHET S.A., 30310.060, 01/04/2025, 06/11/2014
4584815, 7795333007729, 7795333007729, NACLOR GTS X 10 ML, , ESPECIALIDADES, , 1080, NOVOPLOS, 11480.000, 23/06/2025, 12/05/2021
4584995, 7795333007736, 7795333007736, NACLOR 5 GTS X 10 ML, , ESPECIALIDADES, , 1080, NOVOPLOS, 18160.000, 23/06/2025, 12/05/2021
4585061, 7795337908435, 7795337908435, TOT MAG ENER 24 CMP EF, , ESPECIALIDADES, , 792, TEMIS LOSTALO S.A., 25458.320, 24/06/2025, 
4586554, 7795348422296, 7795348422296, AMZE 5 X 28 CMP, , ESPECIALIDADES, , 477, LAB. RICHMOND S.A.C.I.F., 16542.350, 19/06/2025, 
4586634, 7795348422289, 7795348422289, AMZE 10 X 28 CMP, , ESPECIALIDADES, , 477, LAB. RICHMOND S.A.C.I.F., 29104.260, 19/06/2025, 
4587381, 7798129416064, 7798129416064, CITRAMAR D 200 X 60 CMP, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 15706.900, 19/06/2025, 
4587382, 7798129416057, 7798129416057, CITRAMAR D 200 X 30 CMP, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 8183.250, 19/06/2025, 
4589021, 7795372000712, 7795372000712, LOPERAMIDA VANNI 2 X10CMP, , ESPECIALIDADES, , 853, VANNIER S.A., 4500.000, 27/05/2025, 
4589101, 7795372000880, 7795372000880, BIPERIDENO VANNIER2X20CMP, , ESPECIALIDADES, , 853, VANNIER S.A., 7702.230, 27/05/2025, 
4589102, 7795372000446, 7795372000446, BIPERIDENO VANN 2 MG X60C, , ESPECIALIDADES, , 853, VANNIER S.A., 19589.520, 27/05/2025, 28/08/2024
4589522, 7795328056121, 7795328056121, CLAROVIL 500 X 16 CMP, , ESPECIALIDADES, , 63, BETA S.A., 26465.200, 27/06/2025, 
4589524, 7795328056138, 7795328056138, CLAROVIL 500 X 8 CMP, , ESPECIALIDADES, , 63, BETA S.A., 13717.390, 27/06/2025, 
4591901, 7795347972396, 7795347972396, COLPOFILIN 10 OV, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 9135.400, 27/06/2025, 
4592151, 7795347972372, 7795347972372, COLPOFILIN 500 X 10 CMP, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 6575.810, 27/06/2025, 
4592152, 7795347972389, 7795347972389, COLPOFILIN 500 X 20 CMP, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 12765.520, 27/06/2025, 
4594971, 7795373003743, 7795373003743, SINALER B X 10 CMP, , ESPECIALIDADES, , 1614, PABLO CASSARA, 7860.000, 23/06/2025, 14/05/2024
4594972, 7795373012165, 7795373012165, SINALER B 20 CMP*, , ESPECIALIDADES, , 1614, PABLO CASSARA, 13130.000, 23/06/2025, 
4595043, 7795373016156, 7795373016156, SINALER B JAR X 50 ML, , ESPECIALIDADES, , 1614, PABLO CASSARA, 7030.000, 23/06/2025, 
4595622, 7794207084156, 7794207084156, BIOXILINA PL DUO 1 X 14, , ESPECIALIDADES, , 591, OFAR SOC. ANONIMA, 23433.000, 02/07/2025, 27/04/2017
4598011, 7798129415142, 7798129415142, UDCA FERRING 250 X 30 CMP, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 38904.920, 23/06/2025, 
4598012, 7798129415159, 7798129415159, UDCA FERRING 250 X 60 CMP, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 74106.460, 19/06/2025, 
4598271, 7794207000125, 7794207000125, OFTALBRAX GTS X 5 ML, , ESPECIALIDADES, , 591, OFAR SOC. ANONIMA, 8027.000, 02/07/2025, 
4598511, 7795345000541, 7795345000541, COMPLEGEL NOVO 9 AMP X2ML, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 32715.800, 19/06/2025, 
4598773, 7795338013466, 7795338013466, TENSIUM 0.25 X 30 CMP, , PSICOF.LISTA 4, , 54, BALIARDA S.A., 3440.320, 24/06/2025, 
4600301, 7795356000943, 7795356000943, TRITAB SUS X 15 ML, , ESPECIALIDADES, , 1369, SIDUS S.A., 12069.300, 10/06/2025, 
4600302, 7795356998820, 7795356998820, TRITAB SUS X 30 ML, , ESPECIALIDADES, , 1369, SIDUS S.A., 22702.880, 10/06/2025, 
